id,name,now_cost,position,team,points_per_game_rank_type,selected_rank,bonus,penalties_saved,direct_freekicks_order,form_rank_type,ict_index,expected_goals_conceded_per_90,goals_conceded,saves,points_per_game,yellow_cards,minutes,penalties_missed,saves_per_90,starts_per_90,expected_goal_involvements_per_90,chance_of_playing_next_round,expected_goal_involvements,corners_and_indirect_freekicks_order,now_cost_rank,creativity_rank,ict_index_rank,creativity,expected_goals_conceded,goals_conceded_per_90,ep_next,starts,own_goals,now_cost_rank_type,web_name,clean_sheets,selected_by_percent,creativity_rank_type,threat,clean_sheets_per_90,threat_rank,points_per_game_rank,news,bps,news_added,red_cards,influence_rank_type,expected_assists,selected_rank_type,value_season,form_rank,influence_rank,total_points,status,ict_index_rank_type,expected_assists_per_90,influence,goals_scored,expected_goals_per_90,expected_goals,assists,threat_rank_type,penalties_order
273,Anthony Knockaert,45,MID,Fulham,188,464,0,0,,4,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,323,464,470,0.0,0.00,0.0,1.0,0,0,196,Knockaert,0,0.1,185,0.0,0.0,451,475,,0,,0,184,0.00,152,0.0,130,468,0,a,184,0.0,0.0,0,0.0,0.00,0,178,
274,Terence Kongolo,40,DEF,Fulham,144,418,0,0,,10,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,537,390,405,0.0,0.00,0.0,1.0,0,0,157,Kongolo,0,0.2,142,0.0,0.0,372,410,,0,,0,143,0.00,160,0.0,25,403,0,a,143,0.0,0.0,0,0.0,0.00,0,138,
275,Bernd Leno,45,GKP,Fulham,11,50,17,1,,50,116.6,1.74,51,144,3.9,3,3240,0,4.0,1.0,0.0,,0.00,,316,342,95,10.0,62.75,1.42,2.3,36,0,18,Leno,8,8.2,8,0.0,0.22,447,53,,766,,0,1,0.00,9,31.6,123,3,142,a,2,0.0,1154.8,0,0.0,0.00,0,51,
276,Saša Lukić,45,MID,Fulham,158,295,0,0,,17,8.2,2.15,10,0,1.2,1,406,0,0.0,0.89,0.07,,0.29,,397,319,347,21.9,9.68,2.22,1.0,4,0,209,Lukić,0,0.3,162,19.0,0.0,323,352,,58,,0,156,0.16,94,3.3,204,348,15,a,161,0.04,40.8,0,0.03,0.13,0,161,
277,Kevin Mbabu,40,DEF,Fulham,126,223,0,0,,13,7.8,4.58,7,0,1.2,1,141,0,0.0,0.64,0.27,,0.42,,543,302,351,37.7,7.18,4.47,1.0,1,0,160,Mbabu,0,0.6,113,0.0,0.0,377,350,,39,,0,129,0.42,74,1.8,31,350,7,a,127,0.27,39.8,0,0.0,0.00,1,140,
278,Aleksandar Mitrović,75,FWD,Fulham,7,90,14,0,,66,197.1,1.6,30,0,4.5,7,2010,4,0.0,1.03,0.75,,16.62,,19,137,31,228.3,35.70,1.34,2.4,23,0,7,Mitrović,7,3.6,14,1171.0,0.31,10,20,,324,,0,7,1.31,18,14.3,589,74,107,a,7,0.06,584.8,14,0.69,15.31,2,6,1.0
279,Rodrigo Muniz Carvalho,45,FWD,Fulham,51,269,0,0,,10,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,442,511,514,0.0,0.00,0.0,1.0,0,0,67,Muniz,0,0.4,49,0.0,0.0,502,517,,0,,0,49,0.00,48,0.0,249,512,0,a,51,0.0,0.0,0,0.0,0.00,0,51,
280,João Palhinha Gonçalves,50,MID,Fulham,81,212,5,0,,103,105.5,1.63,43,0,2.4,14,3108,0,0.0,1.01,0.09,,3.32,,199,190,110,142.8,56.38,1.25,1.6,35,1,128,J.Palhinha,9,0.6,118,338.0,0.26,95,209,,379,,0,37,0.39,70,16.6,372,80,83,a,72,0.01,570.2,3,0.08,2.93,0,65,
281,Tim Ream,45,DEF,Fulham,42,233,12,0,,74,74.8,1.68,44,0,3.0,2,2898,0,0.0,1.02,0.02,,0.51,,320,272,169,65.2,54.05,1.37,2.0,33,0,50,Ream,8,0.5,97,76.0,0.25,249,136,,560,,0,18,0.27,79,21.8,127,70,98,a,46,0.01,604.2,1,0.01,0.24,0,83,
282,Harrison Reed,50,MID,Fulham,62,159,9,0,,102,125.8,1.69,44,0,2.9,5,2868,0,0.0,1.1,0.12,,3.99,,198,53,80,507.3,53.81,1.38,1.6,35,1,127,Reed,9,1.1,45,266.0,0.28,118,154,,409,,0,50,2.04,55,21.4,371,107,107,a,58,0.06,484.4,3,0.06,1.95,4,76,
283,Antonee Robinson,45,DEF,Fulham,63,211,5,0,,104,106.3,1.61,44,0,2.7,8,3088,0,0.0,1.02,0.05,,1.75,,365,65,109,427.4,55.11,1.28,2.0,35,0,80,Robinson,9,0.6,9,61.0,0.26,265,175,,558,,0,22,1.68,72,20.7,172,77,93,a,20,0.05,573.2,0,0.0,0.07,2,92,
284,Marek Rodák,40,GKP,Fulham,17,271,0,0,,23,1.9,1.06,2,2,3.5,0,180,0,1.0,1.0,0.0,,0.00,,549,400,372,0.0,2.12,1.0,1.0,2,0,52,Rodák,1,0.4,33,0.0,0.5,383,91,,33,,0,29,0.00,42,1.8,37,359,7,a,29,0.0,19.0,0,0.0,0.00,0,24,
285,Kenny Tete,45,DEF,Fulham,50,209,1,0,,101,120.9,1.64,36,0,2.9,8,2569,0,0.0,1.02,0.1,,2.64,,361,81,89,391.4,46.78,1.26,2.0,29,0,77,Tete,7,0.6,13,145.0,0.25,183,149,,484,,0,12,1.90,70,20.0,168,50,90,a,14,0.07,670.2,1,0.03,0.74,5,39,
286,Tosin Adarabioyo,45,DEF,Fulham,96,453,1,0,,86,73.4,1.9,39,0,2.0,4,2084,0,0.0,0.99,0.05,,1.18,,336,247,173,90.1,43.91,1.68,2.0,23,0,62,Tosin,3,0.1,81,128.0,0.13,193,253,,353,,0,32,0.47,177,10.9,143,98,49,a,50,0.02,514.4,1,0.03,0.71,0,47,
287,Carlos Vinícius Alves Morais,50,FWD,Fulham,20,81,10,0,,31,73.1,2.03,20,0,2.6,3,1098,0,0.0,0.9,0.31,,3.76,,261,211,176,118.6,24.80,1.64,1.4,11,0,51,Vinícius,1,4.7,26,374.0,0.08,89,189,,206,,0,21,0.72,15,14.4,434,222,72,a,22,0.06,244.0,5,0.25,3.04,2,23,
288,Harry Wilson,55,MID,Fulham,86,335,2,0,,180,57.7,1.78,15,0,2.3,1,1085,0,0.0,1.08,0.26,,3.06,3.0,100,160,213,184.1,21.44,1.24,2.0,13,0,62,Wilson,2,0.2,103,178.0,0.17,161,217,,215,,0,106,1.03,104,12.4,488,239,68,a,103,0.09,215.2,2,0.17,2.03,5,104,3.0
558,Raúl Jiménez,55,FWD,Fulham,31,167,0,0,,39,46.7,1.72,18,0,1.9,0,839,0,0.0,0.86,0.33,,3.10,,88,213,242,117.1,16.00,1.93,1.8,8,0,27,Raúl,2,1.0,27,277.0,0.21,114,276,,65,,0,33,0.55,33,5.3,476,318,29,a,29,0.06,74.6,0,0.27,2.55,2,29,
591,Willian Borges da Silva,55,MID,Fulham,12,236,11,0,,168,160.8,1.46,22,0,4.3,2,2127,0,0.0,1.06,0.28,,6.45,,81,30,53,703.4,34.39,0.93,2.0,25,0,50,Willian,9,0.5,24,449.0,0.38,64,28,,442,,0,55,2.99,78,21.1,469,118,116,a,38,0.13,455.8,5,0.15,3.46,7,46,
610,Calvin Bassey,45,DEF,Fulham,196,341,0,0,,148,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,429,503,506,0.0,0.00,0.0,2.0,0,0,124,Bassey,0,0.2,196,0.0,0.0,494,509,,0,,0,196,0.00,126,0.0,236,504,0,a,196,0.0,0.0,0,0.0,0.00,0,195,
289,Adrián San Miguel del Castillo,40,GKP,Liverpool,35,300,0,0,,8,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,523,378,397,0.0,0.00,0.0,1.5,0,0,37,Adrián,0,0.3,18,0.0,0.0,360,402,,0,,0,35,0.00,47,0.0,11,395,0,a,35,0.0,0.0,0,0.0,0.00,0,9,
290,Trent Alexander-Arnold,80,DEF,Liverpool,4,11,21,0,1.0,205,232.2,1.33,44,0,4.2,5,2922,0,0.0,1.05,0.36,,11.62,1.0,12,4,20,1236.9,43.10,1.36,4.5,34,0,1,Alexander-Arnold,10,25.5,2,262.0,0.31,121,38,,824,,0,4,9.26,5,19.5,600,22,156,a,2,0.29,821.4,2,0.07,2.36,11,15,
291,Alisson Ramses Becker,55,GKP,Liverpool,5,45,15,1,,71,97.6,1.35,43,107,4.4,1,3330,0,2.89,1.0,0.0,,0.02,,90,341,123,10.1,50.02,1.16,4.5,37,0,2,Alisson,14,9.3,7,0.0,0.38,597,24,,824,,0,4,0.02,7,29.5,478,11,162,a,4,0.0,966.4,0,0.0,0.00,1,71,
292,Stefan Bajcetic,50,MID,Liverpool,108,515,0,0,,166,22.8,1.17,4,0,2.0,2,522,0,0.0,1.03,0.22,,1.26,,293,277,308,61.7,6.80,0.69,2.1,6,0,191,Bajcetic,3,0.1,146,77.0,0.52,248,266,,85,,0,137,0.47,178,4.4,466,308,22,a,142,0.08,90.2,1,0.14,0.79,0,130,
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,14,20,8,0,,70,186.0,1.53,22,0,3.4,1,1684,0,0.0,1.02,0.79,,14.81,,27,96,39,336.9,28.62,1.18,2.9,19,0,11,Darwin,7,17.2,7,1078.0,0.37,12,108,,310,,1,10,2.66,3,13.3,597,117,100,a,8,0.14,458.2,9,0.65,12.15,5,7,
294,Diogo Teixeira da Silva,80,MID,Liverpool,40,110,9,0,,252,100.6,1.42,19,0,3.6,2,1125,0,0.0,0.96,0.65,,8.08,,14,128,117,242.6,17.76,1.52,3.2,12,0,8,Diogo J.,5,2.8,88,391.0,0.4,83,90,,282,,0,72,1.70,39,10.0,602,163,80,a,75,0.14,376.6,7,0.51,6.38,4,58,
295,Harvey Elliott,50,MID,Liverpool,115,330,2,0,,152,105.5,1.47,20,0,1.9,2,1600,0,0.0,1.01,0.36,,6.43,,274,76,111,406.1,26.07,1.12,2.1,18,0,177,Elliott,5,0.2,61,378.0,0.28,86,274,,286,,0,97,4.31,102,12.4,447,214,62,a,73,0.24,269.0,1,0.12,2.12,2,60,
296,Fabio Henrique Tavares,50,MID,Liverpool,112,507,0,0,,97,82.5,1.32,34,0,1.9,11,2666,0,0.0,1.05,0.08,0.0,2.57,,188,103,147,316.4,39.21,1.15,0.0,31,0,122,Fabinho,11,0.1,78,109.0,0.37,218,271,Permanent Transfer to Al-Ittihad,394,2023-08-01T09:50:49.848998Z,0,66,1.87,173,14.0,361,149,70,u,87,0.06,400.2,0,0.02,0.70,2,120,3.0
297,Cody Gakpo,75,FWD,Liverpool,9,67,4,0,,69,112.3,1.21,19,0,4.3,0,1455,0,0.0,1.05,0.52,,8.30,,25,110,98,292.4,19.56,1.18,2.9,17,0,10,Gakpo,6,5.7,8,460.0,0.37,62,33,,256,,0,15,1.87,14,12.0,595,165,90,a,15,0.12,375.6,7,0.4,6.43,3,17,
298,Joe Gomez,45,DEF,Liverpool,32,297,8,0,,105,39.7,1.56,16,0,3.2,3,1461,0,0.0,0.92,0.05,,0.87,,366,289,264,46.1,25.28,0.99,2.5,15,0,81,Gomez,8,0.3,104,38.0,0.49,297,117,,337,,0,66,0.67,104,15.1,173,184,68,a,92,0.04,312.4,0,0.01,0.20,0,110,
299,Jordan Henderson,50,MID,Liverpool,101,547,0,0,,76,103.0,1.4,30,0,2.0,2,2060,0,0.0,1.0,0.22,0.0,4.93,,158,50,113,525.8,31.96,1.31,0.0,23,0,101,Henderson,8,0.1,42,185.0,0.35,156,259,Permanent transfer to Al-Ettifaq,401,2023-07-28T08:28:45.116062Z,0,83,3.59,203,13.8,331,182,69,u,74,0.16,315.2,0,0.06,1.35,3,101,
300,Curtis Jones,50,MID,Liverpool,63,393,4,0,,128,75.0,1.36,15,0,2.9,2,1029,0,0.0,1.05,0.22,,2.51,,233,130,168,238.1,15.60,1.31,2.1,12,0,153,Jones,4,0.2,89,240.0,0.35,128,155,,206,,0,94,1.36,122,10.4,406,210,52,a,94,0.12,272.8,3,0.1,1.15,1,83,
301,Caoimhin Kelleher,40,GKP,Liverpool,27,283,0,0,,27,3.8,1.77,4,6,2.0,0,90,0,6.0,1.0,0.0,,0.00,,562,409,362,0.0,1.77,4.0,1.5,1,0,56,Kelleher,0,0.3,37,0.0,0.0,393,250,,20,,0,28,0.00,44,0.5,50,351,2,a,28,0.0,38.0,0,0.0,0.00,0,28,
302,Ibrahima Konaté,50,DEF,Liverpool,66,150,0,0,,185,46.8,1.41,22,0,2.7,5,1551,0,0.0,0.99,0.11,,1.86,,230,296,241,39.6,24.34,1.28,2.8,17,1,25,Konaté,7,1.3,108,144.0,0.41,184,179,,305,,0,73,0.65,47,9.8,403,200,49,a,83,0.04,285.6,0,0.07,1.21,0,40,
303,Luis Díaz,75,MID,Liverpool,39,68,7,0,,251,85.0,1.09,11,0,3.6,2,991,0,0.0,1.0,0.35,,3.80,,26,152,143,200.6,11.99,1.0,3.1,11,0,15,Luis Díaz,4,5.7,99,404.0,0.36,78,89,,166,,0,101,1.32,20,8.3,596,220,62,a,85,0.12,245.4,4,0.23,2.48,2,55,
304,Alexis Mac Allister,60,MID,Liverpool,23,25,18,0,,225,221.3,1.26,45,0,4.0,8,2882,0,0.0,0.97,0.51,,16.32,,77,25,24,746.4,40.48,1.41,2.7,31,1,48,Mac Allister,10,14.1,20,714.0,0.31,30,51,,567,,0,13,4.27,8,23.3,556,30,140,a,17,0.13,750.8,10,0.38,12.05,2,19,
305,Joel Matip,50,DEF,Liverpool,72,313,4,0,,176,39.6,1.36,20,0,2.6,3,1091,0,0.0,0.99,0.15,,1.80,,162,275,265,61.9,16.46,1.65,2.8,12,1,16,Matip,3,0.3,98,102.0,0.25,223,186,,216,,0,86,0.93,114,7.2,335,228,36,a,93,0.08,232.8,1,0.07,0.87,0,68,
306,Nathaniel Phillips,40,DEF,Liverpool,116,322,0,0,,21,3.4,0.66,1,0,1.5,0,65,0,0.0,1.38,0.07,,0.05,,559,353,365,1.4,0.48,1.38,1.5,1,0,168,Phillips,0,0.3,130,18.0,0.0,324,313,,17,,0,132,0.01,120,0.8,47,361,3,a,131,0.01,15.4,0,0.06,0.04,0,123,
307,Andrew Robertson,65,DEF,Liverpool,22,87,10,0,,204,162.3,1.28,34,0,3.6,3,2579,0,0.0,1.01,0.27,,7.93,2.0,43,15,52,862.1,36.59,1.19,3.6,29,0,3,Robertson,9,3.8,3,211.0,0.31,145,87,,633,,0,28,6.69,28,18.6,563,86,121,a,6,0.23,549.2,0,0.04,1.24,8,20,
308,Mohamed Salah,125,MID,Liverpool,1,14,23,0,2.0,260,365.6,1.3,45,0,6.3,2,3290,2,0.0,1.01,0.76,,28.04,,3,14,2,899.2,47.47,1.23,4.5,37,0,1,Salah,13,23.7,12,1688.0,0.36,3,4,,651,,0,1,7.03,5,19.1,612,5,239,a,1,0.19,1067.4,19,0.57,21.01,13,1,2.0
309,Dominik Szoboszlai,70,MID,Liverpool,260,71,0,0,,243,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,3.0,35,611,611,0.0,0.00,0.0,3.0,0,0,22,Szoboszlai,0,5.5,260,0.0,0.0,611,611,,0,,0,260,0.00,22,0.0,583,611,0,a,260,0.0,0.0,0,0.0,0.00,0,260,
310,Thiago Alcántara do Nascimento,50,MID,Liverpool,127,354,0,0,,78,59.8,1.54,23,0,1.7,2,1252,0,0.0,1.01,0.11,,1.64,,163,119,205,265.8,21.41,1.65,2.1,14,0,103,Thiago,2,0.2,83,86.0,0.14,234,297,,194,,0,102,1.18,111,6.0,336,221,30,a,101,0.08,244.4,0,0.03,0.46,0,124,
311,Konstantinos Tsimikas,45,DEF,Liverpool,79,408,2,0,,129,60.7,1.71,11,0,2.4,3,762,0,0.0,1.06,0.23,,1.98,4.0,399,108,204,298.3,14.45,1.3,2.5,9,0,105,Tsimikas,4,0.2,21,124.0,0.47,196,205,,216,,0,100,1.30,157,10.7,206,255,48,a,66,0.15,183.2,0,0.08,0.68,4,50,
312,Sepp van den Berg,40,DEF,Liverpool,169,410,0,0,,47,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,597,439,449,0.0,0.00,0.0,0.0,0,0,194,Van den Berg,0,0.2,168,0.0,0.0,424,454,Season long loan to Mainz 05,0,2023-07-17T06:21:35.145355Z,0,168,0.00,158,0.0,85,447,0,u,168,0.0,0.0,0,0.0,0.00,0,167,
313,Virgil van Dijk,60,DEF,Liverpool,8,44,13,0,,201,125.4,1.31,36,0,4.0,3,2835,0,0.0,1.02,0.11,,3.59,,62,207,81,121.0,41.17,1.14,3.4,32,0,4,Virgil,11,9.4,58,389.0,0.35,84,50,,636,,0,7,1.09,15,21.2,541,32,127,a,11,0.03,743.2,3,0.08,2.50,1,5,
52,Marvelous Nakamba,45,MID,Luton,194,143,0,0,,15,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,376,483,486,0.0,0.00,0.0,0.5,0,0,207,Nakamba,0,1.5,192,0.0,0.0,473,490,,0,,0,190,0.00,50,0.0,183,484,0,a,190,0.0,0.0,0,0.0,0.00,0,187,
314,Elijah Adebayo,50,FWD,Luton,58,147,0,0,,23,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,212,569,571,0.0,0.00,0.0,0.9,0,0,43,Adebayo,0,1.4,57,0.0,0.0,567,571,,0,,0,57,0.00,32,0.0,385,570,0,a,58,0.0,0.0,0,0.0,0.00,0,58,2.0
315,Mads Juel Andersen,40,DEF,Luton,153,183,0,0,,25,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,565,412,424,0.0,0.00,0.0,0.5,0,0,172,Andersen,0,0.9,151,0.0,0.0,396,429,,0,,0,152,0.00,60,0.0,53,422,0,a,152,0.0,0.0,0,0.0,0.00,0,149,
316,Amari'i Bell,40,DEF,Luton,148,22,0,0,,16,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,552,403,416,0.0,0.00,0.0,0.5,0,0,163,Bell,0,15.4,146,0.0,0.0,386,421,,0,,0,147,0.00,9,0.0,40,414,0,a,147,0.0,0.0,0,0.0,0.00,0,143,
317,Luke Berry,50,MID,Luton,232,472,0,0,3.0,82,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,167,558,561,0.0,0.00,0.0,1.1,0,0,107,Berry,0,0.1,231,0.0,0.0,553,562,,0,,0,231,0.00,156,0.0,340,560,0,a,231,0.0,0.0,0,0.0,0.00,0,230,
318,Reece Burke,40,DEF,Luton,147,380,0,0,,15,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,25.0,0.00,,550,401,414,0.0,0.00,0.0,0.1,0,0,162,Burke,0,0.2,145,0.0,0.0,384,419,Knock - 25% chance of playing,0,2023-08-04T11:00:04.302248Z,0,146,0.00,144,0.0,38,412,0,d,146,0.0,0.0,0,0.0,0.00,0,142,
319,Allan Campbell,50,MID,Luton,243,518,0,0,,122,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,222,573,575,0.0,0.00,0.0,1.1,0,0,147,Campbell,0,0.1,243,0.0,0.0,571,575,,0,,0,243,0.00,179,0.0,395,574,0,a,243,0.0,0.0,0,0.0,0.00,0,243,
320,Jordan Clark,50,MID,Luton,233,514,0,0,1.0,89,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,2.0,176,560,563,0.0,0.00,0.0,1.1,0,0,114,Clark,0,0.1,233,0.0,0.0,555,563,,0,,0,233,0.00,177,0.0,349,562,0,a,233,0.0,0.0,0,0.0,0.00,0,232,
321,Alfie Doughty,45,DEF,Luton,198,305,0,0,2.0,154,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,1.0,444,512,515,0.0,0.00,0.0,1.5,0,0,130,Doughty,0,0.3,198,0.0,0.0,503,518,,0,,0,198,0.00,110,0.0,251,513,0,a,198,0.0,0.0,0,0.0,0.00,0,197,
322,Luke Freeman,50,MID,Luton,229,572,0,0,,73,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,3.0,153,555,558,0.0,0.00,0.0,1.1,0,0,98,Freeman,0,0.0,228,0.0,0.0,550,559,,0,,0,228,0.00,225,0.0,326,557,0,a,228,0.0,0.0,0,0.0,0.00,0,227,
323,Matt Macey,40,GKP,Luton,39,180,0,0,,17,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,540,392,406,0.0,0.00,0.0,0.5,0,0,46,Macey,0,0.9,27,0.0,0.0,374,411,,0,,0,39,0.00,26,0.0,28,404,0,a,39,0.0,0.0,0,0.0,0.00,0,18,
324,John McAtee,45,FWD,Luton,52,84,0,0,,11,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,451,517,521,0.0,0.00,0.0,0.5,0,0,68,McAtee,0,4.4,50,0.0,0.0,509,523,,0,,0,50,0.00,17,0.0,258,519,0,a,52,0.0,0.0,0,0.0,0.00,0,52,
325,Carlos Mendes Gomes,45,MID,Luton,209,421,0,0,,41,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,471,527,530,0.0,0.00,0.0,0.0,0,0,233,Mendes,0,0.2,208,0.0,0.0,519,532,Permanent transfer to Bolton Wanderers,0,2023-07-26T11:29:40.140241Z,0,207,0.00,135,0.0,278,529,0,u,207,0.0,0.0,0,0.0,0.00,0,205,
326,Carlton Morris,55,FWD,Luton,67,129,0,0,,41,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,102,599,599,0.0,0.00,0.0,1.3,0,0,29,Morris,0,1.8,67,0.0,0.0,599,599,,0,,0,67,0.00,26,0.0,490,599,0,a,67,0.0,0.0,0,0.0,0.00,0,67,1.0
327,Admiral Muskwe,45,FWD,Luton,45,319,0,0,,2,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,370,481,484,0.0,0.00,0.0,0.5,0,0,59,Muskwe,0,0.3,43,0.0,0.0,471,488,,0,,0,43,0.00,54,0.0,177,482,0,a,45,0.0,0.0,0,0.0,0.00,0,45,
328,Chiedozie Ogbene,50,FWD,Luton,63,361,0,0,,28,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,254,588,589,0.0,0.00,0.0,0.9,0,0,48,Ogbene,0,0.2,62,0.0,0.0,586,589,,0,,0,62,0.00,61,0.0,427,588,0,a,63,0.0,0.0,0,0.0,0.00,0,63,
329,Fred Onyedinma,50,MID,Luton,237,604,0,0,,111,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,208,565,567,0.0,0.00,0.0,0.0,0,0,136,Onyedinma,0,0.0,237,0.0,0.0,563,567,Season long loan to Rotherham,0,2023-07-31T07:05:08.472622Z,0,237,0.00,253,0.0,381,566,0,u,237,0.0,0.0,0,0.0,0.00,0,237,
330,Gabriel Osho,45,DEF,Luton,187,462,0,0,,116,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,25.0,0.00,,383,485,488,0.0,0.00,0.0,0.4,0,0,92,Osho,0,0.1,187,0.0,0.0,475,492,Knee injury - 25% chance of playing,0,2023-08-04T11:00:04.319102Z,0,187,0.00,182,0.0,190,486,0,d,187,0.0,0.0,0,0.0,0.00,0,186,
331,Aribim Pepple,45,FWD,Luton,56,287,0,0,,18,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,497,540,544,0.0,0.00,0.0,0.5,0,0,75,Pepple,0,0.3,55,0.0,0.0,535,545,,0,,0,55,0.00,51,0.0,304,543,0,a,56,0.0,0.0,0,0.0,0.00,0,56,
332,Dion Pereira,45,MID,Luton,201,309,0,0,,27,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,440,510,513,0.0,0.00,0.0,0.5,0,0,219,Pereira,0,0.3,200,0.0,0.0,501,516,,0,,0,198,0.00,95,0.0,247,511,0,a,198,0.0,0.0,0,0.0,0.00,0,195,
333,Dan Potts,40,DEF,Luton,143,267,0,0,,9,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,536,389,404,0.0,0.00,0.0,0.5,0,0,156,Potts,0,0.4,141,0.0,0.0,371,409,,0,,0,142,0.00,91,0.0,24,402,0,a,142,0.0,0.0,0,0.0,0.00,0,137,
334,Glen Rea,45,MID,Luton,192,498,0,0,,12,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,359,478,482,0.0,0.00,0.0,0.5,0,0,204,Rea,0,0.1,190,0.0,0.0,468,486,,0,,0,188,0.00,165,0.0,166,480,0,a,188,0.0,0.0,0,0.0,0.00,0,185,
335,James Shea,45,GKP,Luton,63,270,0,0,,49,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,314,460,466,0.0,0.00,0.0,1.8,0,0,17,Shea,0,0.4,58,0.0,0.0,446,471,,0,,0,63,0.00,41,0.0,121,464,0,a,63,0.0,0.0,0,0.0,0.00,0,50,
336,Joe Taylor,45,FWD,Luton,50,216,0,0,,9,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,437,508,511,0.0,0.00,0.0,0.5,0,0,66,Taylor,0,0.6,48,0.0,0.0,499,514,,0,,0,48,0.00,40,0.0,244,509,0,a,50,0.0,0.0,0,0.0,0.00,0,50,
337,Elliot Thorpe,45,MID,Luton,198,601,0,0,,23,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,428,502,505,0.0,0.00,0.0,0.0,0,0,215,Thorpe,0,0.0,197,0.0,0.0,493,508,Joined Shrewsbury Town on a season-long loan - Unknown return date,0,2023-07-13T12:00:04.224388Z,0,195,0.00,250,0.0,235,503,0,n,195,0.0,0.0,0,0.0,0.00,0,192,
338,Jack Walton,40,GKP,Luton,48,520,0,0,,28,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,564,411,423,0.0,0.00,0.0,0.0,0,0,57,Walton,0,0.1,38,0.0,0.0,395,428,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,2023-07-11T09:00:04.234257Z,0,48,0.00,68,0.0,52,421,0,u,48,0.0,0.0,0,0.0,0.00,0,29,
339,Louie Watson,45,MID,Luton,196,253,0,0,,21,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,417,496,499,0.0,0.00,0.0,0.5,0,0,213,Watson,0,0.4,195,0.0,0.0,487,502,,0,,0,193,0.00,84,0.0,224,497,0,a,193,0.0,0.0,0,0.0,0.00,0,190,
340,Cauley Woodrow,45,FWD,Luton,44,191,0,0,,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,326,465,471,0.0,0.00,0.0,0.5,0,0,58,Woodrow,0,0.8,42,0.0,0.0,452,476,,0,,0,42,0.00,36,0.0,133,469,0,a,44,0.0,0.0,0,0.0,0.00,0,44,3.0
553,Ryan Giles,45,DEF,Luton,195,374,0,0,,147,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,427,501,504,0.0,0.00,0.0,1.5,0,0,123,Giles,0,0.2,195,0.0,0.0,492,507,,0,,0,195,0.00,139,0.0,234,502,0,a,195,0.0,0.0,0,0.0,0.00,0,194,
575,Tom Lockyer,45,DEF,Luton,182,318,0,0,,84,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,334,468,473,0.0,0.00,0.0,1.5,0,0,60,Lockyer,0,0.3,181,0.0,0.0,455,478,,0,,0,181,0.00,118,0.0,141,471,0,a,181,0.0,0.0,0,0.0,0.00,0,180,
